3,200000e+001
6,200000e+001
8,600000e+001
1,070000e+002
1,260000e+002
1,450000e+002
1,590000e+002
1,710000e+002
1,940000e+002
1,990000e+002
2,090000e+002
2,190000e+002
2,360000e+002
2,390000e+002
2,520000e+002
2,570000e+002
2,710000e+002
2,720000e+002
2,850000e+002
2,880000e+002
2,830000e+002
3,080000e+002
3,040000e+002
3,170000e+002
3,320000e+002
3,350000e+002
3,340000e+002
3,260000e+002
3,440000e+002
3,290000e+002
3,380000e+002
3,440000e+002
3,460000e+002
3,440000e+002
3,730000e+002
3,640000e+002
3,880000e+002
3,670000e+002
3,820000e+002
3,970000e+002
3,680000e+002
3,750000e+002
3,800000e+002
3,800000e+002
4,250000e+002
4,160000e+002
4,150000e+002
4,020000e+002
4,360000e+002
4,200000e+002
